gene5	chrom5	strand5	brpos5	cds.brpos5.start	gene3	chrom3	strand3	brpos3	cds.brpos3.start	fusionName	symbol5	symbol3	SR.passed	MR.passed	supportRead	score	info	Sample
ENSG00000114948	2	+	207346032	207346011	ENSG00000144406	2	+	210761037	210761037	ENSG00000114948-ENSG00000144406	ADAM23	UNC80	0	3	3	3		/2260_PR41039d_1
ENSG00000109220	4	-	54930349	54930411	ENSG00000109265	4	+	57138487	57138509	ENSG00000109220-ENSG00000109265	CHIC2	KIAA1211	0	3	3	3		/2260_PR41039d_1
ENSG00000056097	5	-	32364054	32364097	ENSG00000082068	5	+	37438024	37438040	ENSG00000056097-ENSG00000082068	ZFR	WDR70	0	2	3	3		/2260_PR41039d_1
ENSG00000092421	5	-	115811241	115811291	ENSG00000164220	5	-	75914467	75914464	ENSG00000092421-ENSG00000164220	SEMA6A	F2RL2	0	2	3	3		/2260_PR41039d_1
ENSG00000075275	22	-	46929524	46929563	ENSG00000077942	22	+	45914562	45914563	ENSG00000075275-ENSG00000077942	CELSR1	FBLN1	0	20	23	23	NA	/2260_PR41043a_1
ENSG00000109861	11	-	88033698	88033768	ENSG00000123892	11	-	87908601	87908406	ENSG00000109861-ENSG00000123892	CTSC	RAB38	0	3	7	6	NA	/2260_PR41043a_1
ENSG00000205045	17	-	33800708	33800787	ENSG00000139304	12	+	80859253	80859268	ENSG00000205045-ENSG00000139304	SLFN12L	PTPRQ	0	3	3	3	NA	/2260_PR41043a_1
ENSG00000109861	11	-	88033698	88033750	ENSG00000123892	11	-	87908602	87908602	ENSG00000109861-ENSG00000123892	CTSC	RAB38	0	15	19	19		/2260_PR41043d_1
ENSG00000253710	13	+	52603793	52603729	ENSG00000156697	X	+	129054651	129054550	ENSG00000253710-ENSG00000156697	ALG11	UTP14A	0	11	12	11.5	ribonucleoprotein, 	/2260_PR41043d_1
ENSG00000075275	22	-	46929524	46929567	ENSG00000077942	22	+	45914562	45914563	ENSG00000075275-ENSG00000077942	CELSR1	FBLN1	0	11	11	11		/2260_PR41043d_1
ENSG00000178928	19	-	48322229	48322287	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	10	10	10		/2260_PR41043d_1
ENSG00000111371	12	-	46589508	46589799	ENSG00000196263	19	+	57037069	57037528	ENSG00000111371-ENSG00000196263	SLC38A1	ZNF471	0	7	8	7.5		/2260_PR41043d_1
ENSG00000139304	12	+	80859315	80859272	ENSG00000104164	15	+	45890078	45890125	ENSG00000139304-ENSG00000104164	PTPRQ	BLOC1S6	0	7	7	7		/2260_PR41043d_1
ENSG00000133316	11	-	62609041	62609237	ENSG00000099139	9	+	78789902	78790121	ENSG00000133316-ENSG00000099139	WDR74	PCSK5	0	7	7	7		/2260_PR41043d_1
ENSG00000255468	11	+	66121090	66120988	ENSG00000083828	19	+	58310604	58310606	ENSG00000255468-ENSG00000083828		ZNF586	0	6	6	6		/2260_PR41043d_1
ENSG00000142973	1	+	47280936	47280936	ENSG00000186377	1	+	47427036	47427428	ENSG00000142973-ENSG00000186377	CYP4B1	CYP4X1	4	0	4	4		/2260_PR41043d_1
ENSG00000147251	X	+	117677556	117677527	ENSG00000196418	1	-	247287173	247286785	ENSG00000147251-ENSG00000196418	DOCK11	ZNF124	0	4	4	4		/2260_PR41043d_1
ENSG00000152601	3	+	152132898	152132730	ENSG00000082996	3	+	149563807	149563889	ENSG00000152601-ENSG00000082996	MBNL1	RNF13	0	4	4	4	ribonucleoprotein, 	/2260_PR41043d_1
ENSG00000125827	20	-	7990847	7990874	ENSG00000182621	20	+	8782703	8782820	ENSG00000125827-ENSG00000182621	TMX4	PLCB1	0	159	239	218	NA	/2260_PR41044a_1
ENSG00000078295	5	+	7784562	7784521	ENSG00000049656	5	-	1325931	1325931	ENSG00000078295-ENSG00000049656	ADCY2	CLPTM1L	0	113	123	122	NA	/2260_PR41044a_1
ENSG00000178928	19	-	48322229	48322283	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	14	14	14	NA	/2260_PR41044a_1
ENSG00000186275	1	+	146441561	146441559	ENSG00000243452	1	+	148591201	148591205	ENSG00000186275-ENSG00000243452	NBPF12	NBPF15	1	0	333	11.8944002453658	NA	/2260_PR41044a_1
ENSG00000205664	X	-	3747405	3747206	ENSG00000022976	14	+	102792322	102792334	ENSG00000205664-ENSG00000022976		ZNF839	0	9	10	10	NA	/2260_PR41044a_1
ENSG00000069667	15	-	60884586	60884631	ENSG00000074696	15	+	65844014	65844014	ENSG00000069667-ENSG00000074696	RORA	PTPLAD1	0	9	9	9	NA	/2260_PR41044a_1
ENSG00000173517	15	-	77657505	77657549	ENSG00000140459	15	-	74640396	74640396	ENSG00000173517-ENSG00000140459	PEAK1	CYP11A1	0	8	8	8	NA	/2260_PR41044a_1
ENSG00000137831	15	-	71055669	71055697	ENSG00000258484	15	+	69237938	69237940	ENSG00000137831-ENSG00000258484	UACA	SPESP1	0	4	5	5	NA	/2260_PR41044a_1
ENSG00000198901	15	-	91517241	91517295	ENSG00000134283	12	+	42723625	42723627	ENSG00000198901-ENSG00000134283	PRC1	PPHLN1	0	3	3	3	NA	/2260_PR41044a_1
ENSG00000087299	14	-	50732076	50732120	ENSG00000187790	14	+	45642258	45642261	ENSG00000087299-ENSG00000187790	L2HGDH	FANCM	0	3	3	3	NA	/2260_PR41044a_1
ENSG00000166557	15	+	79606347	79606299	ENSG00000169330	15	+	79748440	79748479	ENSG00000166557-ENSG00000169330	TMED3	KIAA1024	0	3	3	3	NA	/2260_PR41044a_1
ENSG00000105889	7	-	22532296	22532292	ENSG00000136237	7	-	22357656	22357654	ENSG00000105889-ENSG00000136237	STEAP1B	RAPGEF5	0	3	3	3	NA	/2260_PR41044a_1
ENSG00000100142	22	+	38382319	38382212	ENSG00000119950	10	+	111987947	111987967	ENSG00000100142-ENSG00000119950	POLR2F	MXI1	0	3	3	3	NA	/2260_PR41044a_1
ENSG00000101236	20	-	3996084	3996163	ENSG00000169862	5	-	11732384	11732381	ENSG00000101236-ENSG00000169862	RNF24	CTNND2	0	2	3	3	NA	/2260_PR41044a_1
ENSG00000151779	2	-	15514732	15514770	ENSG00000075388	11	-	69588895	69588892	ENSG00000151779-ENSG00000075388	NBAS	FGF4	0	120	186	172		/2260_PR41046e_1
ENSG00000163520	3	+	13613161	13613120	ENSG00000144560	3	-	11685398	11684911	ENSG00000163520-ENSG00000144560	FBLN2	VGLL4	0	53	103	86		/2260_PR41046e_1
ENSG00000127990	7	-	94285302	94285338	ENSG00000054965	11	-	73179537	73179535	ENSG00000127990-ENSG00000054965	SGCE	FAM168A	0	43	66	65		/2260_PR41046e_1
ENSG00000137486	11	-	75062632	75062666	ENSG00000151779	2	-	15542425	15542423	ENSG00000137486-ENSG00000151779	ARRB1	NBAS	0	35	62	57		/2260_PR41046e_1
ENSG00000187240	11	+	103229087	103229046	ENSG00000130508	2	-	1647348	1647348	ENSG00000187240-ENSG00000130508	DYNC2H1	PXDN	0	36	50	48		/2260_PR41046e_1
ENSG00000206557	3	+	32860424	32860380	ENSG00000175581	11	+	73555852	73555852	ENSG00000206557-ENSG00000175581	TRIM71	MRPL48	0	25	41	40	mitochondrial translation, ribonucleoprotein, 	/2260_PR41046e_1
ENSG00000197603	5	-	37179463	37179511	ENSG00000152495	5	+	110710548	110710550	ENSG00000197603-ENSG00000152495	C5orf42	CAMK4	0	33	39	38		/2260_PR41046e_1
ENSG00000006715	7	-	38869854	38869899	ENSG00000155849	7	-	37382367	37382367	ENSG00000006715-ENSG00000155849	VPS41	ELMO1	0	19	38	38		/2260_PR41046e_1
ENSG00000169084	X	-	2326786	2326829	ENSG00000164828	7	+	872142	872143	ENSG00000169084-ENSG00000164828	DHRSX	SUN1	0	20	24	24		/2260_PR41046e_1
ENSG00000187391	7	-	78119078	78119122	ENSG00000153956	7	-	81978965	81978962	ENSG00000187391-ENSG00000153956	MAGI2	CACNA2D1	0	17	22	22		/2260_PR41046e_1
ENSG00000147010	X	-	19606802	19606807	ENSG00000149972	11	+	99690275	99690275	ENSG00000147010-ENSG00000149972	SH3KBP1	CNTN5	0	7	21	21		/2260_PR41046e_1
ENSG00000143797	2	-	9083316	9083384	ENSG00000110237	11	+	73057928	73057931	ENSG00000143797-ENSG00000110237	MBOAT2	ARHGEF17	0	13	15	15		/2260_PR41046e_1
ENSG00000100422	22	-	47133904	47133932	ENSG00000133424	22	-	33712234	33712232	ENSG00000100422-ENSG00000133424	CERK	LARGE	0	12	14	14		/2260_PR41046e_1
ENSG00000152495	5	+	110712640	110712601	ENSG00000197603	5	-	37247847	37247846	ENSG00000152495-ENSG00000197603	CAMK4	C5orf42	0	11	14	14		/2260_PR41046e_1
ENSG00000187824	17	-	10628328	10628375	ENSG00000132359	17	+	2808578	2808581	ENSG00000187824-ENSG00000132359	TMEM220	RAP1GAP2	0	10	12	12		/2260_PR41046e_1
ENSG00000147548	8	-	38239317	38239363	ENSG00000006715	7	-	38937729	38937728	ENSG00000147548-ENSG00000006715	WHSC1L1	VPS41	0	8	11	11		/2260_PR41046e_1
ENSG00000172890	11	+	71216918	71216641	ENSG00000131969	14	+	51359931	51360033	ENSG00000172890-ENSG00000131969	NADSYN1	ABHD12B	0	7	7	7		/2260_PR41046e_1
ENSG00000153993	7	-	84751057	84751131	ENSG00000187391	7	-	78256555	78256554	ENSG00000153993-ENSG00000187391	SEMA3D	MAGI2	0	3	7	7		/2260_PR41046e_1
ENSG00000137522	11	+	71671937	71671889	ENSG00000137478	11	-	72632995	72632992	ENSG00000137522-ENSG00000137478	RNF121	FCHSD2	0	5	6	6		/2260_PR41046e_1
ENSG00000002822	7	-	1976323	1976382	ENSG00000151693	2	+	9437429	9437431	ENSG00000002822-ENSG00000151693	MAD1L1	ASAP2	0	5	5	5		/2260_PR41046e_1
ENSG00000185015	8	+	86180856	86180856	ENSG00000164879	8	+	86285665	86285697	ENSG00000185015-ENSG00000164879	CA13	CA3	3	0	3	3		/2260_PR41046e_1
ENSG00000094755	5	+	170192386	170192175	ENSG00000164265	5	+	147251581	147251584	ENSG00000094755-ENSG00000164265	GABRP	SCGB3A2	0	3	3	3		/2260_PR41046e_1
ENSG00000171681	12	+	14538334	14538279	ENSG00000112232	6	-	62442669	62442666	ENSG00000171681-ENSG00000112232	ATF7IP	KHDRBS2	0	16	19	19		/2260_PR41895a_1
ENSG00000132313	2	+	86433418	86433343	ENSG00000156110	10	+	76287518	76287528	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	7	7	7	mitochondrial translation, ribonucleoprotein, 	/2260_PR41895a_1
ENSG00000197321	10	-	29811339	29811376	ENSG00000151474	10	-	14372182	14372181	ENSG00000197321-ENSG00000151474	SVIL	FRMD4A	0	5	5	5		/2260_PR41895a_1
ENSG00000225119	10	+	38734535	38734374	ENSG00000203880	20	+	62919032	62919067	ENSG00000225119-ENSG00000203880	LINC00999	PCMTD2	0	2	4	4		/2260_PR41895a_1
ENSG00000196678	16	-	20817332	20817227	ENSG00000083828	19	+	58310604	58310606	ENSG00000196678-ENSG00000083828	ERI2	ZNF586	0	19	31	30.5		/2260_PR41896c_1
ENSG00000154040	18	+	21728689	21728661	ENSG00000140379	15	-	80253516	80253480	ENSG00000154040-ENSG00000140379	CABYR	BCL2A1	0	15	27	24.3333333333333		/2260_PR41896c_1
ENSG00000132313	2	+	86433418	86433353	ENSG00000156110	10	+	76287518	76287534	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	12	12	12	mitochondrial translation, ribonucleoprotein, 	/2260_PR41896c_1
ENSG00000253710	13	+	52603793	52603726	ENSG00000156697	X	+	129054651	129054555	ENSG00000253710-ENSG00000156697	ALG11	UTP14A	0	6	6	6	ribonucleoprotein, 	/2260_PR41896c_1
ENSG00000175106	17	-	15410186	15410257	ENSG00000164136	4	+	142609975	142610012	ENSG00000175106-ENSG00000164136	TVP23C	IL15	0	6	6	6		/2260_PR41896c_1
ENSG00000257207	2	-	111181238	111181288	ENSG00000144063	2	-	110849347	110849335	ENSG00000257207-ENSG00000144063		MALL	0	4	6	6		/2260_PR41896c_1
ENSG00000175893	9	-	14683569	14683599	ENSG00000148219	9	-	119375884	119375415	ENSG00000175893-ENSG00000148219	ZDHHC21	ASTN2	0	4	4	4		/2260_PR41896c_1
ENSG00000164050	3	-	48453647	48453713	ENSG00000196576	22	-	50718500	50718500	ENSG00000164050-ENSG00000196576	PLXNB1	PLXNB2	3	0	3	3		/2260_PR41896c_1
ENSG00000113504	5	-	1057643	1057617	ENSG00000078295	5	+	7757562	7757565	ENSG00000113504-ENSG00000078295	SLC12A7	ADCY2	0	92	123	123		/2260_PR41897a_1
ENSG00000177084	12	-	133214600	133214646	ENSG00000139364	12	+	125900077	125900222	ENSG00000177084-ENSG00000139364	POLE	TMEM132B	0	40	68	68		/2260_PR41897a_1
ENSG00000179912	12	-	57789532	57789559	ENSG00000050438	12	+	51847323	51847482	ENSG00000179912-ENSG00000050438	R3HDM2	SLC4A8	0	38	54	54		/2260_PR41897a_1
ENSG00000102908	16	+	69693802	69693767	ENSG00000169862	5	-	11365002	11365001	ENSG00000102908-ENSG00000169862	NFAT5	CTNND2	0	28	53	35		/2260_PR41897a_1
ENSG00000197535	15	-	52820977	52821007	ENSG00000138592	15	+	50769046	50769046	ENSG00000197535-ENSG00000138592	MYO5A	USP8	0	18	25	25		/2260_PR41897a_1
ENSG00000090861	16	-	70298861	70298907	ENSG00000135439	12	-	58127956	58127954	ENSG00000090861-ENSG00000135439	AARS	AGAP2	0	20	21	21		/2260_PR41897a_1
ENSG00000203727	6	+	147830523	147830479	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	12	15	15		/2260_PR41897a_1
ENSG00000113384	5	-	32173916	32173965	ENSG00000136874	9	+	102713342	102713342	ENSG00000113384-ENSG00000136874	GOLPH3	STX17	0	12	14	14		/2260_PR41897a_1
ENSG00000261567	16	+	85391249	85391221	ENSG00000131149	16	+	85645015	85645137	ENSG00000261567-ENSG00000131149		GSE1	0	9	16	11		/2260_PR41897a_1
ENSG00000102908	16	+	69600277	69600228	ENSG00000102974	16	+	67644727	67644727	ENSG00000102908-ENSG00000102974	NFAT5	CTCF	0	6	12	11		/2260_PR41897a_1
ENSG00000164841	8	-	109799705	109799747	ENSG00000160789	1	+	156100408	156100409	ENSG00000164841-ENSG00000160789	TMEM74	LMNA	0	7	10	10		/2260_PR41897a_1
ENSG00000178928	19	-	48322229	48322287	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	8	8	8		/2260_PR41897a_1
ENSG00000111596	12	+	70704703	70704740	ENSG00000198270	12	-	112429693	112429668	ENSG00000111596-ENSG00000198270	CNOT2	TMEM116	0	6	8	8	ribonucleoprotein, 	/2260_PR41897a_1
ENSG00000132600	16	+	68349977	68349977	ENSG00000157423	16	-	70975722	70975721	ENSG00000132600-ENSG00000157423	PRMT7	HYDIN	0	6	7	7		/2260_PR41897a_1
ENSG00000037749	5	+	153529500	153529453	ENSG00000164574	5	+	153674376	153674378	ENSG00000037749-ENSG00000164574	MFAP3	GALNT10	0	4	5	5		/2260_PR41897a_1
ENSG00000111647	12	-	100536370	100536431	ENSG00000184992	12	+	125509537	125509539	ENSG00000111647-ENSG00000184992	UHRF1BP1L	BRI3BP	0	4	5	5		/2260_PR41897a_1
ENSG00000100578	14	+	58900062	58899865	ENSG00000135297	6	+	74207459	74207463	ENSG00000100578-ENSG00000135297	KIAA0586	MTO1	0	5	5	5		/2260_PR41897a_1
ENSG00000111450	12	-	131293176	131293215	ENSG00000166908	12	+	57987808	57987817	ENSG00000111450-ENSG00000166908	STX2	PIP4K2C	0	4	5	5		/2260_PR41897a_1
ENSG00000135439	12	-	58125149	58125221	ENSG00000103043	16	-	70778482	70778479	ENSG00000135439-ENSG00000103043	AGAP2	VAC14	0	2	4	4		/2260_PR41897a_1
ENSG00000132313	2	+	86433418	86433345	ENSG00000156110	10	+	76287518	76287541	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	3	3	3	mitochondrial translation, ribonucleoprotein, 	/2260_PR41897a_1
ENSG00000105889	7	-	22532296	22532270	ENSG00000136237	7	-	22357656	22357654	ENSG00000105889-ENSG00000136237	STEAP1B	RAPGEF5	0	3	3	3		/2260_PR41897a_1
ENSG00000187741	16	-	89849415	89849434	ENSG00000138593	15	-	49320879	49320877	ENSG00000187741-ENSG00000138593	FANCA	SECISBP2L	0	2	3	3		/2260_PR41897a_1
ENSG00000111596	12	+	70691659	70691602	ENSG00000175899	12	-	9256996	9256996	ENSG00000111596-ENSG00000175899	CNOT2	A2M	0	126	161	158	ribonucleoprotein, 	/2260_PR41900a_1
ENSG00000111266	12	-	12653453	12653479	ENSG00000151490	12	+	15747871	15747872	ENSG00000111266-ENSG00000151490	DUSP16	PTPRO	0	17	18	18		/2260_PR41900a_1
ENSG00000155974	12	-	66923625	66923641	ENSG00000197102	14	+	102445656	102445657	ENSG00000155974-ENSG00000197102	GRIP1	DYNC1H1	0	9	13	13		/2260_PR41900a_1
ENSG00000197102	14	+	102476796	102476750	ENSG00000111530	12	+	67675690	67675691	ENSG00000197102-ENSG00000111530	DYNC1H1	CAND1	0	9	11	11		/2260_PR41900a_1
ENSG00000151779	2	-	15644269	15644322	ENSG00000151692	2	+	7081079	7081092	ENSG00000151779-ENSG00000151692	NBAS	RNF144A	0	7	9	8		/2260_PR41900a_1
ENSG00000105856	7	+	106830762	106830688	ENSG00000091140	7	+	107555951	107555953	ENSG00000105856-ENSG00000091140	HBP1	DLD	0	6	11	8		/2260_PR41900a_1
ENSG00000103047	16	+	69008071	69008028	ENSG00000132600	16	+	68349854	68349867	ENSG00000103047-ENSG00000132600	TANGO6	PRMT7	0	6	6	6		/2260_PR41900a_1
ENSG00000118689	6	+	108883032	108882989	ENSG00000174099	12	+	65702309	65702310	ENSG00000118689-ENSG00000174099	FOXO3	MSRB3	0	4	4	4		/2260_PR41900a_1
ENSG00000175899	12	-	9246061	9246106	ENSG00000003056	12	-	9098983	9098975	ENSG00000175899-ENSG00000003056	A2M	M6PR	0	4	4	4		/2260_PR41900a_1
ENSG00000124785	6	-	6002586	6002635	ENSG00000090376	12	+	66597491	66597524	ENSG00000124785-ENSG00000090376	NRN1	IRAK3	0	3	3	3		/2260_PR41900a_1
ENSG00000111596	12	+	70672054	70672007	ENSG00000175899	12	-	9256996	9256996	ENSG00000111596-ENSG00000175899	CNOT2	A2M	0	30	34	34	ribonucleoprotein, 	/2260_PR41900c_1
ENSG00000142973	1	+	47280936	47280936	ENSG00000186377	1	+	47427036	47427428	ENSG00000142973-ENSG00000186377	CYP4B1	CYP4X1	4	0	14	14		/2260_PR41900c_1
ENSG00000155974	12	-	66923625	66923659	ENSG00000197102	14	+	102445656	102445679	ENSG00000155974-ENSG00000197102	GRIP1	DYNC1H1	0	8	10	10		/2260_PR41900c_1
ENSG00000111266	12	-	12653453	12653484	ENSG00000151490	12	+	15747871	15747872	ENSG00000111266-ENSG00000151490	DUSP16	PTPRO	0	9	9	9		/2260_PR41900c_1
ENSG00000105856	7	+	106830762	106830699	ENSG00000091140	7	+	107555951	107555957	ENSG00000105856-ENSG00000091140	HBP1	DLD	0	4	6	6		/2260_PR41900c_1
ENSG00000101040	20	-	45976600	45976650	ENSG00000124191	20	+	42602007	42602007	ENSG00000101040-ENSG00000124191	ZMYND8	TOX2	0	4	4	4		/2260_PR41900c_1
ENSG00000087095	17	+	26499644	26499614	ENSG00000132142	17	-	35518964	35518964	ENSG00000087095-ENSG00000132142	NLK	ACACA	0	88	104	102	NA	/2260_PR41901a_1
ENSG00000205726	21	+	35138316	35138274	ENSG00000159216	21	-	36834323	36834321	ENSG00000205726-ENSG00000159216	ITSN1	RUNX1	0	25	29	29	NA	/2260_PR41901a_1
ENSG00000087095	17	+	26370357	26370310	ENSG00000141376	17	+	58885365	58885366	ENSG00000087095-ENSG00000141376	NLK	BCAS3	0	8	18	18	NA	/2260_PR41901a_1
ENSG00000205726	21	+	35169912	35169878	ENSG00000142192	21	-	27284274	27284272	ENSG00000205726-ENSG00000142192	ITSN1	APP	0	14	15	15	NA	/2260_PR41901a_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	14	14	14	NA	/2260_PR41901a_1
ENSG00000109861	11	-	88029327	88029353	ENSG00000123892	11	-	87908601	87908409	ENSG00000109861-ENSG00000123892	CTSC	RAB38	0	6	11	11	NA	/2260_PR41901a_1
ENSG00000173065	17	-	27169700	27169738	ENSG00000126858	17	+	30529789	30529804	ENSG00000173065-ENSG00000126858	FAM222B	RHOT1	0	9	9	9	NA	/2260_PR41901a_1
ENSG00000117335	1	+	207959027	207958983	ENSG00000116962	1	-	236212289	236212286	ENSG00000117335-ENSG00000116962	CD46	NID1	0	5	9	9	NA	/2260_PR41901a_1
ENSG00000261567	16	+	85391249	85391187	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	3	9	8	NA	/2260_PR41901a_1
ENSG00000182545	14	+	20974178	20974116	ENSG00000004846	7	+	20721128	20721129	ENSG00000182545-ENSG00000004846	RNASE10	ABCB5	0	4	6	6	NA	/2260_PR41901a_1
ENSG00000142192	21	-	27484302	27484340	ENSG00000159216	21	-	37236765	37236762	ENSG00000142192-ENSG00000159216	APP	RUNX1	0	5	5	5	NA	/2260_PR41901a_1
ENSG00000213799	19	+	53844575	53844544	ENSG00000197497	19	-	53686196	53686116	ENSG00000213799-ENSG00000197497	ZNF845	ZNF665	0	5	5	5	NA	/2260_PR41901a_1
ENSG00000178691	17	+	30267351	30267311	ENSG00000082641	17	+	46127969	46127970	ENSG00000178691-ENSG00000082641	SUZ12	NFE2L1	0	3	5	5	NA	/2260_PR41901a_1
ENSG00000166557	15	+	79606347	79606260	ENSG00000169330	15	+	79748440	79748441	ENSG00000166557-ENSG00000169330	TMED3	KIAA1024	0	4	4	4	NA	/2260_PR41901a_1
ENSG00000256061	15	-	55709958	55710215	ENSG00000172890	11	+	71214136	71214349	ENSG00000256061-ENSG00000172890	DYX1C1	NADSYN1	0	3	3	3	NA	/2260_PR41901a_1
ENSG00000198929	1	+	162124266	162124219	ENSG00000143067	1	-	120168760	120168758	ENSG00000198929-ENSG00000143067	NOS1AP	ZNF697	0	3	3	3	NA	/2260_PR41901a_1
ENSG00000154265	17	-	67323193	67323225	ENSG00000184029	21	-	39427075	39427074	ENSG00000154265-ENSG00000184029	ABCA5	DSCR4	0	3	3	3	NA	/2260_PR41901a_1
ENSG00000188859	1	-	166135223	166135273	ENSG00000159082	21	-	34004111	34004094	ENSG00000188859-ENSG00000159082	FAM78B	SYNJ1	0	2	3	3	NA	/2260_PR41901a_1
ENSG00000087095	17	+	26499644	26499598	ENSG00000132142	17	-	35518964	35518964	ENSG00000087095-ENSG00000132142	NLK	ACACA	0	34	34	34	NA	/2260_PR41902a_1
ENSG00000180354	7	+	30185911	30185883	ENSG00000106038	7	+	27284667	27284668	ENSG00000180354-ENSG00000106038	MTURN	EVX1	0	26	26	26	NA	/2260_PR41902a_1
ENSG00000261567	16	+	85391249	85391203	ENSG00000131149	16	+	85645015	85645137	ENSG00000261567-ENSG00000131149		GSE1	0	30	39	37	NA	/2260_PR41905a_1
ENSG00000104490	8	-	102762271	102762332	ENSG00000185274	7	+	70748982	70749542	ENSG00000104490-ENSG00000185274	NCALD	WBSCR17	0	5	5	5	NA	/2260_PR41905a_1
ENSG00000203727	6	+	147830523	147830463	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	2	5	5	NA	/2260_PR41905a_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	4	4	4	NA	/2260_PR41905a_1
ENSG00000109861	11	-	88033698	88033768	ENSG00000123892	11	-	87883123	87883114	ENSG00000109861-ENSG00000123892	CTSC	RAB38	0	2	4	4	NA	/2260_PR41905a_1
ENSG00000083720	5	-	41794105	41794149	ENSG00000112992	5	+	43609245	43609248	ENSG00000083720-ENSG00000112992	OXCT1	NNT	0	9	9	9	NA	/2260_PR41906a_1
ENSG00000020426	14	+	61346553	61346493	ENSG00000139974	14	+	61449275	61449270	ENSG00000020426-ENSG00000139974	MNAT1	SLC38A6	0	4	4	4	NA	/2260_PR41906a_1
ENSG00000153395	5	-	1501576	1501653	ENSG00000122691	7	-	19155754	19155725	ENSG00000153395-ENSG00000122691	LPCAT1	TWIST1	0	4	4	4	NA	/2260_PR41906a_1
ENSG00000148513	10	+	37441049	37440989	ENSG00000180777	18	+	14777984	14777985	ENSG00000148513-ENSG00000180777	ANKRD30A	ANKRD30B	4	0	4	3.5	NA	/2260_PR41906a_1
ENSG00000100393	22	+	41568667	41568639	ENSG00000100154	22	-	28702631	28702628	ENSG00000100393-ENSG00000100154	EP300	TTC28	0	280	343	343		/2260_PR41907a_1
ENSG00000144674	3	+	37343823	37343781	ENSG00000157764	7	-	140494267	140494265	ENSG00000144674-ENSG00000157764	GOLGA4	BRAF	0	23	38	27		/2260_PR41907a_1
ENSG00000164327	5	-	39074213	39074255	ENSG00000112964	5	+	42629140	42629142	ENSG00000164327-ENSG00000112964	RICTOR	GHR	0	15	19	19		/2260_PR41907a_1
ENSG00000164190	5	+	37027514	37027478	ENSG00000082074	5	-	39203089	39203086	ENSG00000164190-ENSG00000082074	NIPBL	FYB	0	14	20	19		/2260_PR41907a_1
ENSG00000100154	22	-	28692202	28692216	ENSG00000151882	5	-	43397366	43397205	ENSG00000100154-ENSG00000151882	TTC28	CCL28	0	8	17	17		/2260_PR41907a_1
ENSG00000261567	16	+	85391249	85391209	ENSG00000131149	16	+	85645015	85645137	ENSG00000261567-ENSG00000131149		GSE1	0	13	16	14		/2260_PR41907a_1
ENSG00000145685	5	-	77928087	77928113	ENSG00000152359	5	-	75003700	75003700	ENSG00000145685-ENSG00000152359	LHFPL2	POC5	0	8	14	14		/2260_PR41907a_1
ENSG00000099954	22	+	17976618	17976590	ENSG00000100412	22	+	41903795	41903817	ENSG00000099954-ENSG00000100412	CECR2	ACO2	0	12	12	12		/2260_PR41907a_1
ENSG00000064726	15	-	83710480	83710524	ENSG00000166262	15	-	49882204	49882173	ENSG00000064726-ENSG00000166262	BTBD1	FAM227B	0	8	11	10	ribonucleoprotein, 	/2260_PR41907a_1
ENSG00000015475	22	-	18257147	18257172	ENSG00000100417	22	-	41973444	41973206	ENSG00000015475-ENSG00000100417	BID	PMM1	0	7	7	7		/2260_PR41907a_1
ENSG00000225119	10	+	38734535	38734397	ENSG00000203880	20	+	62919032	62919067	ENSG00000225119-ENSG00000203880	LINC00999	PCMTD2	0	6	7	7		/2260_PR41907a_1
ENSG00000171914	15	+	62682884	62682840	ENSG00000099940	22	+	21224625	21224630	ENSG00000171914-ENSG00000099940	TLN2	SNAP29	0	3	7	7		/2260_PR41907a_1
ENSG00000164265	5	+	147251884	147251643	ENSG00000094755	5	+	170191918	170192133	ENSG00000164265-ENSG00000094755	SCGB3A2	GABRP	0	5	6	6		/2260_PR41907a_1
ENSG00000166557	15	+	79606347	79606310	ENSG00000169330	15	+	79748440	79748441	ENSG00000166557-ENSG00000169330	TMED3	KIAA1024	0	5	6	6		/2260_PR41907a_1
ENSG00000151320	14	+	33294021	33293953	ENSG00000151322	14	+	33525111	33525113	ENSG00000151320-ENSG00000151322	AKAP6	NPAS3	0	4	4	4		/2260_PR41907a_1
