X.FusionName	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	Sample
C5orf55--FGF10	3	2	3	2	INCL_NON_REF_SPLICE	C5orf55^ENSG00000221990.2	chr5:442815:-	FGF10^ENSG00000070193.4	chr5:44310632:-	YES_LDAS	0.1057	GT	1.5058	AG	1.9656	[INTRACHROMOSOMAL[chr5:43.86Mb]]	2260_PR40971d_1
TULP4--RP11-732M18.3	3	3	3	2.45	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158703295:+	YES_LDAS	0.1152	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR40971d_1
CRKL--KLHL1	77	21	77	21	ONLY_REF_SPLICE	CRKL^ENSG00000099942.8	chr22:21288532:+	KLHL1^ENSG00000150361.7	chr13:70275893:-	YES_LDAS	1.8271	GT	1.9656	AG	1.9219	[INTERCHROMOSOMAL[chr22--chr13]]	2260_PR40972a_1
NRROS--DAB2	59	12	59	12	ONLY_REF_SPLICE	NRROS^ENSG00000174004.5	chr3:196381518:+	DAB2^ENSG00000153071.10	chr5:39383373:-	YES_LDAS	1.3237	GT	1.8892	AG	1.7232	[INTERCHROMOSOMAL[chr3--chr5]]	2260_PR40972a_1
RP1-34H18.1--NAV3	54	5	54	5	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	1.1	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40972a_1
BRIX1--MAP2K5	34	8	34	4.69	ONLY_REF_SPLICE	BRIX1^ENSG00000113460.8	chr5:34916002:+	MAP2K5^ENSG00000137764.15	chr15:67842372:+	YES_LDAS	0.7213	GT	1.9086	AG	1.8892	[INTERCHROMOSOMAL[chr5--chr15]]	2260_PR40972a_1
NUP155--VWF	30	1	15	0.5	ONLY_REF_SPLICE	NUP155^ENSG00000113569.11	chr5:37350262:-	VWF^ENSG00000110799.9	chr12:6134859:-	YES_LDAS	0.289	GT	1.9899	AG	1.9329	[INTERCHROMOSOMAL[chr5--chr12]]	2260_PR40972a_1
WBP2NL--NNT	27	8	27	7.61	ONLY_REF_SPLICE	WBP2NL^ENSG00000183066.10	chr22:42426827:+	NNT^ENSG00000112992.12	chr5:43609245:+	YES_LDAS	0.6453	GT	1.7819	AG	1.9219	[INTERCHROMOSOMAL[chr22--chr5]]	2260_PR40972a_1
C5orf28--CSNK1E	25	0	25	0	ONLY_REF_SPLICE	C5orf28^ENSG00000151881.10	chr5:43483924:-	CSNK1E^ENSG00000213923.6	chr22:38699253:-	YES_LDAS	0.4661	GT	1.8062	AG	1.9219	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40972a_1
NPEPL1--NEDD4	22	4	22	4	ONLY_REF_SPLICE	NPEPL1^ENSG00000215440.7	chr20:57276214:+	NEDD4^ENSG00000069869.11	chr15:56216897:-	YES_LDAS	0.4848	GT	1.6895	AG	1.9656	[INTERCHROMOSOMAL[chr20--chr15]]	2260_PR40972a_1
CEP152--COMMD2	21	5	21	5	ONLY_REF_SPLICE	CEP152^ENSG00000103995.9	chr15:49088207:-	COMMD2^ENSG00000114744.4	chr3:149459505:-	YES_LDAS	0.4847	GT	1.7819	AG	1.9329	[INTERCHROMOSOMAL[chr15--chr3]]	2260_PR40972a_1
BRIX1--MAP2K5	21	11	21	6.31	ONLY_REF_SPLICE	BRIX1^ENSG00000113460.8	chr5:34918580:+	MAP2K5^ENSG00000137764.15	chr15:67842372:+	YES_LDAS	0.5091	GT	1.9329	AG	1.8892	[INTERCHROMOSOMAL[chr5--chr15]]	2260_PR40972a_1
MED15--SUB1	20	8	20	8	ONLY_REF_SPLICE	MED15^ENSG00000099917.13	chr22:20862033:+	SUB1^ENSG00000113387.7	chr5:32599067:+	YES_LDAS	0.5221	GT	1.9899	AG	1.5219	[INTERCHROMOSOMAL[chr22--chr5]]	2260_PR40972a_1
NNT--MICAL3	19	3	19	3	ONLY_REF_SPLICE	NNT^ENSG00000112992.12	chr5:43677908:+	MICAL3^ENSG00000243156.3	chr22:18314873:-	YES_LDAS	0.4101	GT	1.6402	AG	1.9656	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40972a_1
RNF13--YTHDF1	19	8	19	8	ONLY_REF_SPLICE	RNF13^ENSG00000082996.15	chr3:149589941:+	YTHDF1^ENSG00000149658.13	chr20:61828086:-	YES_LDAS	0.5034	GT	1.4295	AG	1.7819	[INTERCHROMOSOMAL[chr3--chr20]]	2260_PR40972a_1
TSC22D1--CDH9	16	12	16	11.79	ONLY_REF_SPLICE	TSC22D1^ENSG00000102804.10	chr13:45113903:-	CDH9^ENSG00000113100.5	chr5:26906947:-	YES_LDAS	0.5181	GT	1.4256	AG	1.8892	[INTERCHROMOSOMAL[chr13--chr5]]	2260_PR40972a_1
TULP4--RP11-732M18.3	11	0	11	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.2051	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR40972a_1
C5orf28--CSNK1E	11	0	11	0	ONLY_REF_SPLICE	C5orf28^ENSG00000151881.10	chr5:43476216:-	CSNK1E^ENSG00000213923.6	chr22:38699253:-	YES_LDAS	0.2051	GT	1.7465	AG	1.9219	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40972a_1
VPS13C--PHACTR3	11	3	11	3	ONLY_REF_SPLICE	VPS13C^ENSG00000129003.11	chr15:62270825:-	PHACTR3^ENSG00000087495.12	chr20:58318162:+	YES_LDAS	0.261	GT	1.9329	AG	1.7968	[INTERCHROMOSOMAL[chr15--chr20]]	2260_PR40972a_1
SNORA50--CNOT1	11	3	11	3	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.261	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR40972a_1
TULP4--RP11-732M18.3	10	0	10	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158703295:+	YES_LDAS	0.1864	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR40972a_1
VAPB--RGS19	10	3	10	3	ONLY_REF_SPLICE	VAPB^ENSG00000124164.11	chr20:57009761:+	RGS19^ENSG00000171700.9	chr20:62708307:-	YES_LDAS	0.2423	GT	1.7819	AG	1.8323	[INTRACHROMOSOMAL[chr20:5.68Mb]]	2260_PR40972a_1
LARGE--RPL4	9	3	9	3	ONLY_REF_SPLICE	LARGE^ENSG00000133424.16	chr22:34157358:-	RPL4^ENSG00000174444.10	chr15:66795867:-	YES_LDAS	0.2237	GT	1.9219	AG	1.7819	[INTERCHROMOSOMAL[chr22--chr15]]	2260_PR40972a_1
RNF13--SPG21	9	4	9	3.57	ONLY_REF_SPLICE	RNF13^ENSG00000082996.15	chr3:149531140:+	SPG21^ENSG00000090487.6	chr15:65262560:-	YES_LDAS	0.2344	GT	1.8892	AG	1.8062	[INTERCHROMOSOMAL[chr3--chr15]]	2260_PR40972a_1
ERCC5--NUP155	8	0	8	0	ONLY_REF_SPLICE	ERCC5^ENSG00000134899.13	chr13:103508462:+	NUP155^ENSG00000113569.11	chr5:37342748:-	YES_LDAS	0.1492	GT	1.7232	AG	1.9656	[INTERCHROMOSOMAL[chr13--chr5]]	2260_PR40972a_1
TRPM7--RNF13	8	4	8	4	ONLY_REF_SPLICE	TRPM7^ENSG00000092439.9	chr15:50867921:-	RNF13^ENSG00000082996.15	chr3:149589816:+	YES_LDAS	0.2238	GT	1.9656	AG	1.6729	[INTERCHROMOSOMAL[chr15--chr3]]	2260_PR40972a_1
XXbac-B135H6.15--BID	7	0	7	0	ONLY_REF_SPLICE	XXbac-B135H6.15^ENSG00000237476.1	chr22:21311774:+	BID^ENSG00000015475.14	chr22:18226779:-	YES_LDAS	0.1305	GT	1.4295	AG	1.9656	[INTRACHROMOSOMAL[chr22:3.05Mb]]	2260_PR40972a_1
C5orf22--GPC5	7	0	7	0	INCL_NON_REF_SPLICE	C5orf22^ENSG00000082213.13	chr5:31552981:+	GPC5^ENSG00000179399.9	chr13:92408549:+	YES_LDAS	0.1305	GT	1.9329	AG	1.7968	[INTERCHROMOSOMAL[chr5--chr13]]	2260_PR40972a_1
RICTOR--SMPD4P1	6	1	6	1	ONLY_REF_SPLICE	RICTOR^ENSG00000164327.8	chr5:39074213:-	SMPD4P1^ENSG00000223553.1	chr22:20993507:-	YES_LDAS	0.1305	GT	1.9656	AG	1.9656	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40972a_1
NSUN2--RP11-445O3.2	6	3	6	1.38	ONLY_REF_SPLICE	NSUN2^ENSG00000037474.10	chr5:6632712:-	RP11-445O3.2^ENSG00000248973.1	chr5:4522480:-	YES_LDAS	0.1376	GT	1.8892	AG	1.8892	[INTRACHROMOSOMAL[chr5:1.73Mb]]	2260_PR40972a_1
NSUN2--RP11-445O3.2	6	4	6	2.62	ONLY_REF_SPLICE	NSUN2^ENSG00000037474.10	chr5:6631986:-	RP11-445O3.2^ENSG00000248973.1	chr5:4522480:-	YES_LDAS	0.1607	GT	1.9899	AG	1.8892	[INTRACHROMOSOMAL[chr5:1.73Mb]]	2260_PR40972a_1
NNT--WBP2NL	5	1	5	0.5	ONLY_REF_SPLICE	NNT^ENSG00000112992.12	chr5:43628489:+	WBP2NL^ENSG00000183066.10	chr22:42426724:+	YES_LDAS	0.1025	GT	1.9329	AG	1.9656	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40972a_1
WDR70--LMBRD2	4	5	4	2.5	ONLY_REF_SPLICE	WDR70^ENSG00000082068.4	chr5:37516692:+	LMBRD2^ENSG00000164187.6	chr5:36108741:-	YES_LDAS	0.1212	GT	1.9656	AG	1.6895	[INTRACHROMOSOMAL[chr5:1.23Mb]]	2260_PR40972a_1
WDR70--LMBRD2	4	5	4	2.5	ONLY_REF_SPLICE	WDR70^ENSG00000082068.4	chr5:37480089:+	LMBRD2^ENSG00000164187.6	chr5:36108741:-	YES_LDAS	0.1212	GT	1.7819	AG	1.6895	[INTRACHROMOSOMAL[chr5:1.23Mb]]	2260_PR40972a_1
NNT--WBP2NL	2	4	2	3.5	ONLY_REF_SPLICE	NNT^ENSG00000112992.12	chr5:43628489:+	WBP2NL^ENSG00000183066.10	chr22:42425943:+	YES_LDAS	0.1026	GT	1.9329	AG	1.8892	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40972a_1
SNORA50--CNOT1	6	1	6	1	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.3073	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR40973a_1
SNRPC--NELFE	5	1	5	1	ONLY_REF_SPLICE	SNRPC^ENSG00000124562.5	chr6:34730480:+	NELFE^ENSG00000204356.7	chr6:31921608:-	YES_LDAS	0.2634	GT	1.7232	AG	1.8062	[INTRACHROMOSOMAL[chr6:2.80Mb]]	2260_PR40973a_1
CDYL--GCNT2	4	0	4	0	ONLY_REF_SPLICE	CDYL^ENSG00000153046.13	chr6:4892613:+	GCNT2^ENSG00000111846.11	chr6:10621584:+	YES_LDAS	0.1756	GT	1.9086	AG	1.8062	[INTRACHROMOSOMAL[chr6:5.54Mb]]	2260_PR40973a_1
STK38--C2	3	0	3	0	ONLY_REF_SPLICE	STK38^ENSG00000112079.8	chr6:36474360:-	C2^ENSG00000166278.10	chr6:31901387:+	YES_LDAS	0.1317	GT	1.9219	AG	1.7232	[INTRACHROMOSOMAL[chr6:4.55Mb]]	2260_PR40973a_1
TOR1AIP2--ATP2B4	2	1	2	1	ONLY_REF_SPLICE	TOR1AIP2^ENSG00000169905.8	chr1:179846374:-	ATP2B4^ENSG00000058668.10	chr1:203676990:+	YES_LDAS	0.1317	GT	1.6729	AG	1.5546	[INTRACHROMOSOMAL[chr1:23.75Mb]]	2260_PR40973a_1
DDX39B--BTBD9	2	1	2	1	ONLY_REF_SPLICE	DDX39B^ENSG00000198563.9	chr6:31500557:-	BTBD9^ENSG00000183826.12	chr6:38312869:-	YES_LDAS	0.1317	GT	1.9899	AG	1.7465	[INTRACHROMOSOMAL[chr6:6.63Mb]]	2260_PR40973a_1
GOLPH3--UVRAG	87	57	87	57	ONLY_REF_SPLICE	GOLPH3^ENSG00000113384.9	chr5:32135678:-	UVRAG^ENSG00000198382.4	chr11:75715049:+	YES_LDAS	3.4193	GT	1.7465	AG	1.9329	[INTERCHROMOSOMAL[chr5--chr11]]	2260_PR40976a_1
RP1-34H18.1--NAV3	47	2	47	2	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	1.1635	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40976a_1
UVRAG--THRSP	34	7	34	7	ONLY_REF_SPLICE	UVRAG^ENSG00000198382.4	chr11:75728024:+	THRSP^ENSG00000151365.2	chr11:77778705:+	YES_LDAS	0.9735	GT	0.9968	AG	1.8256	[INTRACHROMOSOMAL[chr11:1.92Mb]]	2260_PR40976a_1
UVRAG--GOLPH3	34	22	34	21.64	ONLY_REF_SPLICE	UVRAG^ENSG00000198382.4	chr11:75728024:+	GOLPH3^ENSG00000113384.9	chr5:32143986:-	YES_LDAS	1.3211	GT	0.9968	AG	1.8892	[INTERCHROMOSOMAL[chr11--chr5]]	2260_PR40976a_1
KIAA1731--RP11-680H20.2	32	6	32	6	ONLY_REF_SPLICE	KIAA1731^ENSG00000166004.10	chr11:93402936:+	RP11-680H20.2^ENSG00000250519.2	chr11:94011931:+	YES_LDAS	0.9023	GT	1.8892	AG	1.9656	[INTRACHROMOSOMAL[chr11:0.51Mb]]	2260_PR40976a_1
ENDOD1--UVRAG	23	9	23	9	ONLY_REF_SPLICE	ENDOD1^ENSG00000149218.4	chr11:94823391:+	UVRAG^ENSG00000198382.4	chr11:75694431:+	YES_LDAS	0.7598	GT	1.7968	AG	0.9056	[INTRACHROMOSOMAL[chr11:18.97Mb]]	2260_PR40976a_1
RAI1--ARHGAP44	20	4	20	4	ONLY_REF_SPLICE	RAI1^ENSG00000108557.13	chr17:17627473:+	ARHGAP44^ENSG00000006740.12	chr17:12859184:+	YES_LDAS	0.5699	GT	1.5301	AG	1.5628	[INTRACHROMOSOMAL[chr17:4.69Mb]]	2260_PR40976a_1
C5orf22--SLC36A4	14	9	14	6.65	ONLY_REF_SPLICE	C5orf22^ENSG00000082213.13	chr5:31545819:+	SLC36A4^ENSG00000180773.10	chr11:92887443:-	YES_LDAS	0.4903	GT	1.9219	AG	1.8323	[INTERCHROMOSOMAL[chr5--chr11]]	2260_PR40976a_1
TULP4--RP11-732M18.3	12	0	12	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.2849	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR40976a_1
ACER3--RP11-672A2.3	12	1	12	1	ONLY_REF_SPLICE	ACER3^ENSG00000078124.7	chr11:76572123:+	RP11-672A2.3^ENSG00000254975.1	chr11:76414016:+	YES_LDAS	0.3086	GT	1.9656	AG	1.6895	[INTRACHROMOSOMAL[chr11:0.16Mb]]	2260_PR40976a_1
C5orf22--SLC36A4	12	5	12	1.76	INCL_NON_REF_SPLICE	C5orf22^ENSG00000082213.13	chr5:31545819:+	SLC36A4^ENSG00000180773.10	chr11:92887366:-	YES_LDAS	0.3267	GT	1.9219	AG	1.9329	[INTERCHROMOSOMAL[chr5--chr11]]	2260_PR40976a_1
KDM2A--GRM5-AS1	11	1	11	1	ONLY_REF_SPLICE	KDM2A^ENSG00000173120.10	chr11:66888829:+	GRM5-AS1^ENSG00000255082.1	chr11:88244919:+	YES_LDAS	0.2849	GT	1.9656	AG	1.9086	[INTRACHROMOSOMAL[chr11:21.21Mb]]	2260_PR40976a_1
NDUFC2--SEMA5A	10	1	10	1	ONLY_REF_SPLICE	NDUFC2^ENSG00000151366.8	chr11:77790625:-	SEMA5A^ENSG00000112902.7	chr5:9238002:-	YES_LDAS	0.2611	GT	1.8323	AG	1.6729	[INTERCHROMOSOMAL[chr11--chr5]]	2260_PR40976a_1
ARHGAP42--LINC00603	9	1	9	1	INCL_NON_REF_SPLICE	ARHGAP42^ENSG00000165895.13	chr11:100558563:+	LINC00603^ENSG00000250048.1	chr5:40052392:+	YES_LDAS	0.2374	GT	1.6402	AG	1.9656	[INTERCHROMOSOMAL[chr11--chr5]]	2260_PR40976a_1
TIMM23--PARGP1	9	4	4.5	2	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1544	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR40976a_1
CSNK1G1--EYS	7	3	7	2.78	ONLY_REF_SPLICE	CSNK1G1^ENSG00000169118.11	chr15:64543711:-	EYS^ENSG00000188107.9	chr6:66063510:-	YES_LDAS	0.2322	GT	1.9219	AG	1.8892	[INTERCHROMOSOMAL[chr15--chr6]]	2260_PR40976a_1
SNORA50--CNOT1	6	2	6	2	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.19	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR40976a_1
TRPC6--YAP1	5	0	5	0	ONLY_REF_SPLICE	TRPC6^ENSG00000137672.8	chr11:101743029:-	YAP1^ENSG00000137693.9	chr11:101984875:+	YES_LDAS	0.1187	GT	1.8323	AG	1.9899	[INTRACHROMOSOMAL[chr11:0.24Mb]]	2260_PR40976a_1
LEPROT--LEPR	5	0	5	0	ONLY_REF_SPLICE	LEPROT^ENSG00000213625.4	chr1:65891061:+	LEPR^ENSG00000116678.14	chr1:66031229:+	YES_LDAS	0.1187	GT	1.8256	AG	1.9219	[GTEx_recurrent_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:0.09Mb],NEIGHBORS[89682]]	2260_PR40976a_1
KDM2A--GRM5-AS1	5	0	5	0	ONLY_REF_SPLICE	KDM2A^ENSG00000173120.10	chr11:66888829:+	GRM5-AS1^ENSG00000255082.1	chr11:88245420:+	YES_LDAS	0.1187	GT	1.9656	AG	1.9656	[INTRACHROMOSOMAL[chr11:21.21Mb]]	2260_PR40976a_1
YAP1--TENM4	5	2	5	2	ONLY_REF_SPLICE	YAP1^ENSG00000137693.9	chr11:101985125:+	TENM4^ENSG00000149256.10	chr11:79008588:-	YES_LDAS	0.1662	GT	1.8323	AG	1.6402	[INTRACHROMOSOMAL[chr11:22.83Mb]]	2260_PR40976a_1
UVRAG--GOLPH3	4	5	4	0.36	ONLY_REF_SPLICE	UVRAG^ENSG00000198382.4	chr11:75719911:+	GOLPH3^ENSG00000113384.9	chr5:32143986:-	YES_LDAS	0.1035	GT	1.9899	AG	1.8892	[INTERCHROMOSOMAL[chr11--chr5]]	2260_PR40976a_1
C5orf22--SLC36A4	4	5	4	0.59	INCL_NON_REF_SPLICE	C5orf22^ENSG00000082213.13	chr5:31545819:+	SLC36A4^ENSG00000180773.10	chr11:92887382:-	YES_LDAS	0.109	GT	1.9219	AG	1.8892	[INTERCHROMOSOMAL[chr5--chr11]]	2260_PR40976a_1
PRKCH--RP11-47I22.3	3	2	3	2	ONLY_REF_SPLICE	PRKCH^ENSG00000027075.9	chr14:61997313:+	RP11-47I22.3^ENSG00000232774.3	chr14:62117680:+	YES_LDAS	0.1187	GT	1.9656	AG	1.8892	[INTRACHROMOSOMAL[chr14:0.02Mb],NEIGHBORS[19564]]	2260_PR40976a_1
NUDC--RCAN3	3	2	3	2	ONLY_REF_SPLICE	NUDC^ENSG00000090273.9	chr1:27250657:+	RCAN3^ENSG00000117602.7	chr1:24857708:+	YES_LDAS	0.1187	GT	1.5329	AG	1.7465	[INTRACHROMOSOMAL[chr1:2.36Mb]]	2260_PR40976a_1
DYNC2H1--DLG2	3	4	3	4	ONLY_REF_SPLICE	DYNC2H1^ENSG00000187240.9	chr11:103130706:+	DLG2^ENSG00000150672.12	chr11:83691685:-	YES_LDAS	0.1662	GT	1.8295	AG	1.8892	[INTRACHROMOSOMAL[chr11:17.64Mb]]	2260_PR40976a_1
RP11-14D22.2--PRICKLE2	28	11	28	11	INCL_NON_REF_SPLICE	RP11-14D22.2^ENSG00000243993.1	chr3:64430159:-	PRICKLE2^ENSG00000163637.7	chr3:64184643:-	YES_LDAS	0.5162	GT	1.9329	AG	1.9899	[INTRACHROMOSOMAL[chr3:0.18Mb]]	2260_PR40978d_1
STEAP1B--RAPGEF5	19	5	18.96	4.99	ONLY_REF_SPLICE	STEAP1B^ENSG00000105889.10	chr7:22532184:-	RAPGEF5^ENSG00000136237.14	chr7:22357656:-	YES_LDAS	0.3169	GT	1.7465	AG	1.8295	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr7:0.06Mb],NEIGHBORS[62300]]	2260_PR40978d_1
HLA-S--HLA-A	18	0	18	0	ONLY_REF_SPLICE	HLA-S^ENSG00000225851.1	chr6:31350018:-	HLA-A^ENSG00000206503.7	chr6:29913228:+	YES_LDAS	0.2382	GT	1.9656	AG	1.9656	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:1.44Mb]]	2260_PR40978d_1
RP1-34H18.1--NAV3	18	4	18	4	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2911	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40978d_1
MTAP--CDKN2B-AS1	13	8	13	8	ONLY_REF_SPLICE	MTAP^ENSG00000099810.14	chr9:21818201:+	CDKN2B-AS1^ENSG00000240498.2	chr9:22029432:+	YES_LDAS	0.278	GT	1.9656	AG	1.9899	[ChimerSeq,TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr9:0.06Mb],NEIGHBORS[63131]]	2260_PR40978d_1
SAMD5--SASH1	10	1	10	1	ONLY_REF_SPLICE	SAMD5^ENSG00000203727.3	chr6:147830523:+	SASH1^ENSG00000111961.12	chr6:148711270:+	YES_LDAS	0.1456	GT	1.8295	AG	1.9219	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:0.70Mb]]	2260_PR40978d_1
RPA3-AS1--GLCCI1	7	1	7	1	ONLY_REF_SPLICE	RPA3-AS1^ENSG00000219545.5	chr7:7841374:+	GLCCI1^ENSG00000106415.8	chr7:8043538:+	YES_LDAS	0.1058	GT	1.9656	AG	1.7465	[INTRACHROMOSOMAL[chr7:0.00Mb],NEIGHBORS[774]]	2260_PR40978d_1
TIMM23--PARGP1	7	11	3.5	5.5	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1191	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR40978d_1
PALM2--AKAP2	7	12	7	12	INCL_NON_REF_SPLICE	PALM2^ENSG00000243444.3	chr9:112778319:+	AKAP2^ENSG00000241978.5	chr9:112898407:+	YES_LDAS	0.2514	GT	1.9219	AG	1.8295	[ChimerSeq,INTRACHROMOSOMAL[chr9:0.10Mb],NEIGHBORS[97123]]	2260_PR40978d_1
MTAP--UBA52P6	4	4	4	4	INCL_NON_REF_SPLICE	MTAP^ENSG00000099810.14	chr9:21818201:+	UBA52P6^ENSG00000215221.2	chr9:22012127:+	YES_LDAS	0.1058	GT	1.9656	AG	1.7819	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr9:0.08Mb],NEIGHBORS[80508]]	2260_PR40978d_1
ALG9--SHANK2	17	5	17	5	ONLY_REF_SPLICE	ALG9^ENSG00000086848.10	chr11:111706888:-	SHANK2^ENSG00000162105.12	chr11:70830078:-	YES_LDAS	0.5861	GT	1.9656	AG	1.8323	[INTRACHROMOSOMAL[chr11:40.69Mb]]	2260_PR40980a_1
RP1-34H18.1--NAV3	16	0	16	0	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.4262	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40980a_1
GET4--PRKAR1B	16	3	16	3	ONLY_REF_SPLICE	GET4^ENSG00000239857.2	chr7:916437:+	PRKAR1B^ENSG00000188191.10	chr7:720363:-	YES_LDAS	0.5061	GT	1.9086	AG	1.3996	[INTRACHROMOSOMAL[chr7:0.15Mb]]	2260_PR40980a_1
AHR--MICALL2	15	6	15	6	ONLY_REF_SPLICE	AHR^ENSG00000106546.8	chr7:17349747:+	MICALL2^ENSG00000164877.14	chr7:1489924:-	YES_LDAS	0.5594	GT	1.8892	AG	1.9329	[INTRACHROMOSOMAL[chr7:15.84Mb]]	2260_PR40980a_1
GRB10--DGKB	11	2	11	2	ONLY_REF_SPLICE	GRB10^ENSG00000106070.13	chr7:50694519:-	DGKB^ENSG00000136267.9	chr7:14385016:-	YES_LDAS	0.3463	GT	1.9899	AG	1.5546	[INTRACHROMOSOMAL[chr7:35.64Mb]]	2260_PR40980a_1
IFT81--FAM222A	8	2	8	2	ONLY_REF_SPLICE	IFT81^ENSG00000122970.11	chr12:110618376:+	FAM222A^ENSG00000139438.5	chr12:110181906:+	YES_LDAS	0.2664	GT	1.7465	AG	1.8256	[INTRACHROMOSOMAL[chr12:0.35Mb]]	2260_PR40980a_1
TULP4--RP11-732M18.3	7	0	7	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.1865	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR40980a_1
PDE4D--GRIP1	7	0	7	0	ONLY_REF_SPLICE	PDE4D^ENSG00000113448.12	chr5:58476421:-	GRIP1^ENSG00000155974.7	chr12:66990707:-	YES_LDAS	0.1865	GT	1.6895	AG	1.9656	[INTERCHROMOSOMAL[chr5--chr12]]	2260_PR40980a_1
